SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_No,Churn_Yes,tenure_in_years,tenure_group,monthly_charges_to_tenure_ratio,total_charges_per_month,charges_vs_avg_ratio,has_dependents,has_phone_service,has_internet_service,is_senior_citizen,total_services,has_premium_services,service_utilization_score,payment_risk_score,contract_Month-to-month_charges,contract_One year_charges,contract_Two year_charges,internet_DSL_charges,internet_Fiber optic_charges,internet_No_charges,estimated_clv,high_monthly_charges,low_tenure,high_risk_combination,customer_segment
0,52,20.65,1022.95,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,4.333333333333333,Long,0.38962264150943393,19.300943396226415,0.318681651490911,False,True,0,0,0,0,0.0,3,0.0,20.65,0.0,0.0,0.0,20.65,1073.8,0,0,0,Low_Value_Loyal
0,71,106.7,7382.25,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,5.916666666666667,Long,1.4819444444444445,102.53125,1.6466504704155063,True,True,1,0,4,1,4.7,1,0.0,0.0,106.7,0.0,106.7,0.0,7575.7,1,0,0,High_Value_Loyal
0,10,55.2,528.35,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,0.8333333333333334,New,5.0181818181818185,48.03181818181818,0.8518754073752198,True,True,1,0,2,1,3.0,2,55.2,0.0,0.0,55.2,0.0,0.0,552.0,0,0,0,Low_Value_New
0,21,90.05,1862.9,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,1.75,Medium,4.093181818181818,84.67727272727274,1.3896989209083068,False,True,1,0,3,1,3.2,5,90.05,0.0,0.0,0.0,90.05,0.0,1891.05,1,0,0,High_Value_New
1,1,39.65,39.65,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,0.08333333333333333,New,19.825,19.825,0.611899635913541,False,False,1,1,2,1,2.2,5,39.65,0.0,0.0,39.65,0.0,0.0,39.65,0,1,0,Low_Value_New
0,12,19.8,202.25,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,1.0,New,1.5230769230769232,15.557692307692308,0.3055640048193723,False,True,0,0,0,0,0.0,2,0.0,19.8,0.0,0.0,0.0,19.8,237.60000000000002,0,0,0,Low_Value_New
0,1,20.15,20.15,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,0.08333333333333333,New,10.075,10.075,0.31096538874294705,False,True,0,0,0,0,0.0,4,20.15,0.0,0.0,0.0,0.0,20.15,20.15,0,1,0,Low_Value_New
0,58,59.9,3505.1,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,4.833333333333333,Long,1.0152542372881355,59.40847457627118,0.9244082772060809,False,True,1,0,2,1,2.8,0,0.0,0.0,59.9,59.9,0.0,0.0,3474.2,0,0,0,Low_Value_Loyal
0,49,59.6,2970.3,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,4.083333333333333,Long,1.192,59.406000000000006,0.9197785195573025,True,True,1,0,3,1,4.3,2,59.6,0.0,0.0,59.6,0.0,0.0,2920.4,0,0,0,Low_Value_Loyal
0,30,55.3,1530.6,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,2.5,Medium,1.7838709677419353,49.37419354838709,0.8534186599248125,False,True,1,0,2,1,2.5,3,55.3,0.0,0.0,55.3,0.0,0.0,1659.0,0,0,0,Low_Value_Loyal
0,47,99.35,4749.15,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,3.9166666666666665,Medium,2.0697916666666667,98.940625,1.5332214080204363,True,True,1,0,3,1,3.0,5,99.35,0.0,0.0,0.0,99.35,0.0,4669.45,1,0,0,High_Value_Loyal
0,1,30.2,30.2,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,0.08333333333333333,New,15.1,15.1,0.4660622699770224,True,False,1,0,1,1,1.0,5,30.2,0.0,0.0,30.2,0.0,0.0,30.2,0,1,0,Low_Value_New
0,72,90.25,6369.45,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,6.0,Long,1.2363013698630136,87.2527397260274,1.3927854260074926,False,True,1,0,6,1,7.5,0,0.0,0.0,90.25,90.25,0.0,0.0,6498.0,1,0,0,High_Value_Loyal
0,17,64.7,1093.1,True,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,1.4166666666666667,Medium,3.5944444444444446,60.727777777777774,0.9984843995865348,True,True,1,0,2,1,2.0,4,64.7,0.0,0.0,64.7,0.0,0.0,1099.9,0,0,0,Low_Value_New
1,71,96.35,6766.95,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,5.916666666666667,Long,1.3381944444444445,93.98541666666667,1.4869238315326525,False,True,1,1,4,1,5.5,0,0.0,0.0,96.35,0.0,96.35,0.0,6840.849999999999,1,0,0,High_Value_Loyal
1,2,95.5,181.65,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,0.16666666666666666,New,31.833333333333332,60.550000000000004,1.473806184861114,False,True,1,1,3,1,3.2,2,95.5,0.0,0.0,0.0,95.5,0.0,191.0,1,1,1,High_Value_New
0,27,66.15,1874.45,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,2.25,Medium,2.3625000000000003,66.94464285714285,1.0208615615556302,True,True,1,0,4,1,5.5,3,0.0,66.15,0.0,66.15,0.0,0.0,1786.0500000000002,0,0,0,Low_Value_Loyal
0,1,20.2,20.2,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,0.08333333333333333,New,10.1,10.1,0.3117370150177434,False,True,0,0,0,0,0.0,3,20.2,0.0,0.0,0.0,0.0,20.2,20.2,0,1,0,Low_Value_New
1,1,45.25,45.25,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,0.08333333333333333,New,22.625,22.625,0.6983217786907372,False,True,1,1,0,0,0.0,3,45.25,0.0,0.0,45.25,0.0,0.0,45.25,0,1,0,Low_Value_New
0,72,99.9,7251.7,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,6.0,Long,1.3684931506849316,99.33835616438355,1.5417092970431967,True,True,1,0,4,1,5.3,1,0.0,0.0,99.9,0.0,99.9,0.0,7192.8,1,0,0,High_Value_Loyal
0,5,69.7,316.9,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,0.4166666666666667,New,11.616666666666667,52.81666666666666,1.0756470270661742,False,True,1,0,0,0,0.0,5,69.7,0.0,0.0,0.0,69.7,0.0,348.5,0,1,0,Low_Value_New
0,46,74.8,3548.3,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,3.8333333333333335,Medium,1.5914893617021275,75.49574468085106,1.1543529070954064,False,True,1,0,1,1,1.2,2,74.8,0.0,0.0,0.0,74.8,0.0,3440.7999999999997,0,0,0,Low_Value_Loyal
0,34,106.35,3549.25,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,2.8333333333333335,Medium,3.0385714285714283,101.40714285714286,1.6412490864919314,False,True,1,0,4,1,4.2,5,106.35,0.0,0.0,0.0,106.35,0.0,3615.8999999999996,1,0,0,High_Value_Loyal
0,11,97.85,1105.4,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,0.9166666666666666,New,8.154166666666667,92.11666666666667,1.5100726197765444,False,True,1,0,3,1,3.2,3,97.85,0.0,0.0,0.0,97.85,0.0,1076.35,1,0,0,High_Value_New
0,10,49.55,475.7,False,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,0.8333333333333334,New,4.504545454545454,43.24545454545454,0.7646816383232271,True,True,1,0,1,1,1.0,3,0.0,49.55,0.0,49.55,0.0,0.0,495.5,0,0,0,Low_Value_New
0,70,69.2,4872.35,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,5.833333333333333,Long,0.9746478873239437,68.62464788732395,1.0679307643182103,True,True,1,0,3,1,3.5,0,0.0,0.0,69.2,69.2,0.0,0.0,4844.0,0,0,0,Low_Value_Loyal
0,17,20.75,418.25,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,1.4166666666666667,Medium,1.1527777777777777,23.23611111111111,0.3202249040405038,True,True,0,0,0,0,0.0,3,0.0,20.75,0.0,0.0,0.0,20.75,352.75,0,0,0,Low_Value_New
0,63,79.85,4861.45,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,5.25,Long,1.24765625,75.96015625,1.2322871608498422,False,True,1,0,5,1,6.5,0,0.0,0.0,79.85,79.85,0.0,0.0,5030.549999999999,0,0,0,Low_Value_Loyal
0,13,76.2,981.45,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,1.0833333333333333,Medium,5.442857142857143,70.10357142857143,1.1759584427897056,False,True,1,0,4,1,5.3,5,76.2,0.0,0.0,76.2,0.0,0.0,990.6,0,0,0,Low_Value_New
0,49,84.5,3906.7,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,4.083333333333333,Long,1.69,78.134,1.304048404405907,False,True,1,0,1,1,1.0,5,84.5,0.0,0.0,0.0,84.5,0.0,4140.5,0,0,0,High_Value_Loyal
0,2,49.25,97.0,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,0.16666666666666666,New,16.416666666666668,32.333333333333336,0.7600518806744488,False,True,1,0,1,1,1.0,4,49.25,0.0,0.0,49.25,0.0,0.0,98.5,0,1,0,Low_Value_New
0,2,80.65,144.15,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True,0.16666666666666666,New,26.883333333333336,48.050000000000004,1.2446331812465847,False,True,1,0,1,1,1.0,5,80.65,0.0,0.0,0.0,80.65,0.0,161.3,0,1,0,High_Value_New
0,52,79.75,4217.8,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,4.333333333333333,Long,1.5047169811320755,79.5811320754717,1.2307439083002496,False,True,1,0,4,1,5.3,0,0.0,0.0,79.75,79.75,0.0,0.0,4147.0,0,0,0,Low_Value_Loyal
0,69,64.15,4254.1,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,5.75,Long,0.9164285714285715,60.77285714285715,0.9899965105637745,True,True,1,0,3,1,4.5,0,0.0,0.0,64.15,64.15,0.0,0.0,4426.35,0,0,0,Low_Value_Loyal
1,43,90.25,3838.75,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,3.5833333333333335,Medium,2.0511363636363638,87.24431818181819,1.3927854260074926,False,True,1,1,2,1,2.0,5,90.25,0.0,0.0,0.0,90.25,0.0,3880.75,1,0,0,High_Value_Loyal
0,15,99.1,1426.4,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,1.25,Medium,6.19375,89.15,1.5293632766464542,False,True,1,0,4,1,4.5,2,99.1,0.0,0.0,0.0,99.1,0.0,1486.5,1,0,0,High_Value_New
1,25,69.5,1752.65,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,2.0833333333333335,Medium,2.673076923076923,67.40961538461539,1.0725605219669887,False,True,1,1,3,1,4.3,2,69.5,0.0,0.0,69.5,0.0,0.0,1737.5,0,0,0,Low_Value_Loyal
1,8,80.65,633.3,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,0.6666666666666666,New,8.961111111111112,70.36666666666666,1.2446331812465847,False,True,1,1,1,1,1.0,2,80.65,0.0,0.0,0.0,80.65,0.0,645.2,0,1,0,High_Value_New
1,60,74.85,4456.35,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,5.0,Long,1.2270491803278687,73.05491803278689,1.1551245333702027,True,True,1,1,5,1,6.5,1,0.0,74.85,0.0,74.85,0.0,0.0,4491.0,0,0,0,Low_Value_Loyal
1,18,95.45,1752.55,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,1.5,Medium,5.023684210526316,92.23947368421052,1.4730345585863176,False,True,1,1,2,1,2.0,5,95.45,0.0,0.0,0.0,95.45,0.0,1718.1000000000001,1,0,0,High_Value_New
0,63,99.65,6311.2,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,5.25,Long,1.55703125,98.6125,1.5378511656692146,True,True,1,0,3,1,3.5,1,0.0,99.65,0.0,0.0,99.65,0.0,6277.950000000001,1,0,0,High_Value_Loyal
1,66,108.45,7076.35,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,5.5,Long,1.6186567164179104,105.61716417910448,1.6736573900333802,True,True,1,1,5,1,6.0,4,0.0,108.45,0.0,0.0,108.45,0.0,7157.7,1,0,0,High_Value_Loyal
0,34,24.95,894.3,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,2.8333333333333335,Medium,0.7128571428571429,25.55142857142857,0.38504151112340096,True,True,0,0,0,0,0.0,0,0.0,0.0,24.95,0.0,0.0,24.95,848.3,0,0,0,Low_Value_Loyal
0,72,107.5,7853.7,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,6.0,Long,1.4726027397260273,107.58493150684932,1.6589964908122485,False,True,1,0,4,1,5.0,0,0.0,0.0,107.5,0.0,107.5,0.0,7740.0,1,0,0,High_Value_Loyal
0,47,100.5,4707.1,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,3.9166666666666665,Medium,2.09375,98.06458333333335,1.5509688123407535,False,True,1,0,3,1,3.2,5,100.5,0.0,0.0,0.0,100.5,0.0,4723.5,1,0,0,High_Value_Loyal
0,60,89.9,5450.7,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,5.0,Long,1.4737704918032788,89.35573770491803,1.3873840420839179,False,True,1,0,2,1,2.0,3,89.9,0.0,0.0,0.0,89.9,0.0,5394.0,1,0,0,High_Value_Loyal
0,72,42.1,2962.0,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,6.0,Long,0.5767123287671233,40.57534246575342,0.6497093233785644,False,False,1,0,3,1,3.7,1,0.0,0.0,42.1,42.1,0.0,0.0,3031.2000000000003,0,0,0,Low_Value_Loyal
0,18,54.4,957.1,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1.5,Medium,2.863157894736842,50.373684210526314,0.8395293869784775,True,True,1,0,2,1,3.0,1,0.0,54.4,0.0,54.4,0.0,0.0,979.1999999999999,0,0,0,Low_Value_New
